incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC00628,SUP042,2026-04-06,High,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00629,SUP043,2025-02-05,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00630,SUP043,2025-03-24,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Supplier committed to weekly status updates and a corrective action plan.
INC00631,SUP043,2025-04-04,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00632,SUP043,2025-04-25,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00633,SUP043,2025-06-27,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC00634,SUP043,2025-06-15,Critical,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC00635,SUP043,2025-07-17,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC00636,SUP043,2025-08-07,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00637,SUP043,2025-08-24,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00638,SUP043,2025-10-03,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00639,SUP043,2025-10-06,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00640,SUP043,2025-11-21,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC00641,SUP043,2025-11-12,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00642,SUP043,2025-11-26,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00643,SUP043,2025-12-27,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00644,SUP043,2025-12-15,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC00645,SUP043,2026-01-15,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00646,SUP043,2026-02-12,Low,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00647,SUP043,2026-02-07,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Additional staffing and management oversight were introduced.
INC00648,SUP043,2026-03-03,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00649,SUP043,2026-04-07,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00650,SUP043,2026-04-13,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC00651,SUP043,2026-04-03,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00652,SUP043,2026-04-25,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00653,SUP043,2026-05-05,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC00654,SUP043,2026-05-10,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00655,SUP043,2026-05-19,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00656,SUP043,2026-06-01,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00657,SUP043,2026-06-09,High,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00658,SUP044,2025-01-03,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00659,SUP044,2025-05-15,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00660,SUP044,2025-06-09,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00661,SUP044,2025-08-17,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Additional staffing and management oversight were introduced.
INC00662,SUP044,2025-11-13,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00663,SUP044,2026-01-05,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC00664,SUP044,2026-02-01,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00665,SUP044,2026-02-27,Low,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00666,SUP044,2026-03-01,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Supplier committed to weekly status updates and a corrective action plan.
INC00667,SUP044,2026-03-21,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00668,SUP044,2026-03-09,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00669,SUP044,2026-04-03,High,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00670,SUP044,2026-06-08,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00671,SUP044,2026-06-17,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Additional staffing and management oversight were introduced.
INC00672,SUP045,2025-01-03,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00673,SUP045,2025-01-27,Critical,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00674,SUP045,2025-03-10,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00675,SUP045,2025-04-14,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00676,SUP045,2025-04-15,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00677,SUP045,2025-04-19,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00678,SUP045,2025-04-18,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Supplier committed to weekly status updates and a corrective action plan.
INC00679,SUP045,2025-05-08,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00680,SUP045,2025-07-08,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00681,SUP045,2025-08-10,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Supplier committed to weekly status updates and a corrective action plan.
INC00682,SUP045,2025-08-02,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00683,SUP045,2025-08-15,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00684,SUP045,2025-08-14,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00685,SUP045,2025-08-11,High,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00686,SUP045,2025-09-21,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00687,SUP045,2025-09-22,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00688,SUP045,2025-12-03,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00689,SUP045,2025-12-08,Low,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00690,SUP045,2025-12-27,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00691,SUP045,2025-12-13,High,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00692,SUP045,2026-01-05,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00693,SUP045,2026-01-06,Critical,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00694,SUP045,2026-03-15,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Additional staffing and management oversight were introduced.
INC00695,SUP045,2026-03-01,Low,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00696,SUP045,2026-04-25,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00697,SUP045,2026-04-01,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00698,SUP045,2026-04-04,Critical,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00699,SUP045,2026-04-14,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00700,SUP045,2026-05-11,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00701,SUP045,2026-05-10,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00702,SUP045,2026-06-18,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00703,SUP045,2026-06-17,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00704,SUP045,2026-06-07,Low,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00705,SUP046,2025-10-13,High,System/Integration Issue,Operational processing was delayed by system/integration problems and capacity constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00706,SUP046,2026-01-13,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and capacity constraints.,Additional staffing and management oversight were introduced.
INC00707,SUP047,2025-01-13,Low,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00708,SUP047,2025-01-15,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00709,SUP047,2025-02-12,Low,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00710,SUP047,2025-04-24,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00711,SUP047,2025-05-06,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Supplier committed to weekly status updates and a corrective action plan.
INC00712,SUP047,2025-05-22,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00713,SUP047,2025-05-27,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Additional staffing and management oversight were introduced.
INC00714,SUP047,2025-05-05,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00715,SUP047,2025-06-24,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00716,SUP047,2025-06-04,High,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00717,SUP047,2025-07-17,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00718,SUP047,2025-08-26,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00719,SUP047,2025-08-17,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00720,SUP047,2025-09-25,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00721,SUP047,2025-09-23,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00722,SUP047,2025-09-22,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00723,SUP047,2025-09-24,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00724,SUP047,2025-09-18,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Supplier committed to weekly status updates and a corrective action plan.
INC00725,SUP047,2025-10-17,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00726,SUP047,2025-10-20,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00727,SUP047,2025-10-27,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00728,SUP047,2025-10-05,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00729,SUP047,2025-10-27,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00730,SUP047,2025-11-08,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00731,SUP047,2025-11-07,Critical,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00732,SUP047,2025-12-05,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00733,SUP047,2025-12-05,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Additional staffing and management oversight were introduced.
INC00734,SUP047,2025-12-16,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00735,SUP047,2026-01-11,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00736,SUP047,2026-02-18,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00737,SUP047,2026-02-23,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00738,SUP047,2026-03-21,Critical,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00739,SUP047,2026-04-20,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00740,SUP047,2026-04-15,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00741,SUP047,2026-05-19,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00742,SUP047,2026-05-03,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00743,SUP047,2026-06-24,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00744,SUP047,2026-06-05,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00745,SUP047,2026-06-03,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00746,SUP047,2026-06-17,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00747,SUP047,2026-06-12,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Additional staffing and management oversight were introduced.
INC00748,SUP048,2025-01-15,High,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00749,SUP048,2025-12-13,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",Supplier committed to weekly status updates and a corrective action plan.
INC00750,SUP048,2025-12-05,High,Delivery Delay,"Repeated delivery delays were observed, with forecasting and planning gaps cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00751,SUP048,2026-02-17,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00752,SUP048,2026-05-16,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by forecasting and planning gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00753,SUP049,2025-01-10,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside invoice processing errors.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00754,SUP049,2025-03-01,Low,Delivery Delay,"Repeated delivery delays were observed, with invoice processing errors cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00755,SUP049,2025-06-13,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to invoice processing errors.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00756,SUP049,2025-07-07,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by invoice processing errors.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00757,SUP049,2025-11-19,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to invoice processing errors.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00758,SUP049,2026-05-14,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was invoice processing errors.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00759,SUP050,2025-07-11,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00760,SUP050,2025-08-09,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00761,SUP050,2025-09-11,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00762,SUP050,2025-10-26,High,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00763,SUP050,2025-10-06,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00764,SUP050,2025-10-11,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00765,SUP050,2025-10-20,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00766,SUP050,2025-10-19,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,Additional staffing and management oversight were introduced.
INC00767,SUP050,2025-11-25,Low,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00768,SUP050,2025-12-22,High,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00769,SUP050,2026-01-18,High,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00770,SUP050,2026-01-23,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00771,SUP050,2026-01-05,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00772,SUP050,2026-03-24,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00773,SUP050,2026-03-05,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00774,SUP050,2026-03-05,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00775,SUP050,2026-04-25,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00776,SUP050,2026-05-16,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00777,SUP050,2026-06-17,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC00778,SUP050,2026-06-06,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00779,SUP051,2025-03-17,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00780,SUP051,2025-04-08,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00781,SUP051,2025-04-09,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Additional staffing and management oversight were introduced.
INC00782,SUP051,2025-04-21,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00783,SUP051,2025-08-03,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Additional staffing and management oversight were introduced.
INC00784,SUP051,2025-10-09,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00785,SUP051,2025-10-25,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC00786,SUP051,2025-11-09,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00787,SUP051,2026-01-20,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Additional staffing and management oversight were introduced.
INC00788,SUP051,2026-03-01,Low,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00789,SUP051,2026-04-14,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00790,SUP051,2026-04-12,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00791,SUP051,2026-05-20,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00792,SUP052,2025-01-03,High,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
