invoice_id,supplier_id,invoice_date,invoice_amount,approved_amount,payment_delay_days,invoice_error_flag
INV006959,SUP039,2025-11-19,99190.11,99190.11,11,0
INV006960,SUP039,2025-11-05,192554.51,192554.51,7,0
INV006961,SUP039,2025-11-25,438486.73,438486.73,0,0
INV006962,SUP039,2025-11-18,260123.14,260123.14,10,0
INV006963,SUP039,2025-12-14,304345.88,304345.88,0,0
INV006964,SUP039,2025-12-10,178926.94,178926.94,0,0
INV006965,SUP039,2025-12-23,190126.23,190126.23,0,0
INV006966,SUP039,2025-12-22,93582.03,93582.03,3,0
INV006967,SUP039,2025-12-08,236808.52,236808.52,4,0
INV006968,SUP039,2025-12-21,161141.3,161141.3,5,0
INV006969,SUP039,2025-12-14,114615.78,114615.78,0,0
INV006970,SUP039,2025-12-18,203878.61,203878.61,14,0
INV006971,SUP039,2025-12-17,174657.01,174657.01,2,0
INV006972,SUP039,2025-12-27,239780.52,239780.52,5,0
INV006973,SUP039,2025-12-09,246878.23,246878.23,1,0
INV006974,SUP039,2025-12-19,180952.77,180952.77,5,0
INV006975,SUP039,2025-12-27,192211.06,192211.06,5,0
INV006976,SUP039,2025-12-23,131433.4,131433.4,12,0
INV006977,SUP039,2026-01-05,122252.25,122252.25,2,0
INV006978,SUP039,2026-01-03,123075.38,123075.38,7,0
INV006979,SUP039,2026-01-01,450470.43,450470.43,6,0
INV006980,SUP039,2026-01-06,121305.64,121305.64,0,0
INV006981,SUP039,2026-01-05,243507.71,243507.71,4,0
INV006982,SUP039,2026-01-25,170800.2,170800.2,0,0
INV006983,SUP039,2026-01-18,419764.8,419764.8,0,0
INV006984,SUP039,2026-01-09,133609.42,133609.42,4,0
INV006985,SUP039,2026-01-20,108096.27,108096.27,1,0
INV006986,SUP039,2026-01-19,203734.39,203734.39,3,0
INV006987,SUP039,2026-01-05,89643.41,89643.41,8,0
INV006988,SUP039,2026-01-09,181827.55,181827.55,0,0
INV006989,SUP039,2026-01-03,132120.47,132120.47,3,0
INV006990,SUP039,2026-01-26,322455.34,322455.34,0,0
INV006991,SUP039,2026-01-01,277838.41,277838.41,5,0
INV006992,SUP039,2026-02-19,627962.97,627962.97,2,0
INV006993,SUP039,2026-02-11,264969.75,264969.75,6,0
INV006994,SUP039,2026-02-05,550196.41,550196.41,2,0
INV006995,SUP039,2026-02-16,171532.29,171532.29,8,0
INV006996,SUP039,2026-02-10,345666.01,345666.01,0,0
INV006997,SUP039,2026-02-18,219252.63,219252.63,3,0
INV006998,SUP039,2026-02-02,377842.72,377842.72,0,0
INV006999,SUP039,2026-02-01,126530.78,126530.78,4,0
INV007000,SUP039,2026-02-16,296148.89,296148.89,0,0
INV007001,SUP039,2026-02-02,148386.48,148386.48,9,0
INV007002,SUP039,2026-02-26,111086.39,111086.39,1,0
INV007003,SUP039,2026-02-13,406870.91,406870.91,6,0
INV007004,SUP039,2026-02-03,268632.08,268632.08,3,0
INV007005,SUP039,2026-02-25,215589.62,215589.62,0,0
INV007006,SUP039,2026-03-23,109843.93,109843.93,0,0
INV007007,SUP039,2026-03-07,298117.92,298117.92,2,0
INV007008,SUP039,2026-03-08,470436.92,470436.92,4,0
INV007009,SUP039,2026-03-20,193798.12,193798.12,5,0
INV007010,SUP039,2026-03-25,205387.69,205387.69,0,0
INV007011,SUP039,2026-03-15,77025.7,77025.7,9,0
INV007012,SUP039,2026-04-26,154145.42,154145.42,0,0
INV007013,SUP039,2026-04-01,223935.17,223935.17,3,0
INV007014,SUP039,2026-04-11,370760.02,370760.02,4,0
INV007015,SUP039,2026-04-20,434957.5,434957.5,4,0
INV007016,SUP039,2026-04-11,200412.36,200412.36,0,0
INV007017,SUP039,2026-05-01,241092.96,241092.96,2,0
INV007018,SUP039,2026-05-21,228001.96,228001.96,8,0
INV007019,SUP039,2026-05-27,211162.22,211162.22,4,0
INV007020,SUP039,2026-05-14,384832.6,384832.6,3,0
INV007021,SUP039,2026-05-13,335673.62,335673.62,0,0
INV007022,SUP039,2026-05-09,93543.53,93543.53,6,0
INV007023,SUP039,2026-05-20,268601.97,268601.97,8,0
INV007024,SUP039,2026-05-11,185566.8,185566.8,0,0
INV007025,SUP039,2026-05-04,197646.17,197646.17,4,0
INV007026,SUP039,2026-06-01,195218.22,195218.22,0,0
INV007027,SUP039,2026-06-13,697200.11,697200.11,0,0
INV007028,SUP039,2026-06-11,147232.34,147232.34,0,0
INV007029,SUP039,2026-06-07,366977.18,366977.18,3,0
INV007030,SUP039,2026-06-03,152644.79,152644.79,0,0
INV007031,SUP039,2026-06-22,137291.6,137291.6,4,0
INV007032,SUP039,2026-06-08,278936.54,278936.54,3,0
INV007033,SUP039,2026-06-13,270107.78,270107.78,5,0
INV007034,SUP039,2026-06-10,222451.97,222451.97,8,0
INV007035,SUP039,2026-06-20,197026.6,197026.6,6,0
INV007036,SUP039,2026-06-06,123741.04,123741.04,11,0
INV007037,SUP039,2026-06-24,254488.5,254488.5,0,0
INV007038,SUP039,2026-06-11,174337.91,174337.91,4,0
INV007039,SUP040,2025-01-03,133014.48,131933.65,7,1
INV007040,SUP040,2025-01-02,203311.23,203311.23,0,0
INV007041,SUP040,2025-01-09,217532.97,217532.97,3,0
INV007042,SUP040,2025-01-25,191200.8,191200.8,14,0
INV007043,SUP040,2025-01-19,331787.68,331787.68,1,0
INV007044,SUP040,2025-01-09,163625.19,163625.19,0,0
INV007045,SUP040,2025-01-12,223396.1,223396.1,0,0
INV007046,SUP040,2025-01-08,312774.41,312774.41,0,0
INV007047,SUP040,2025-01-18,250602.92,250602.92,2,0
INV007048,SUP040,2025-01-13,181375.32,181375.32,1,0
INV007049,SUP040,2025-01-16,240666.61,240666.61,7,0
INV007050,SUP040,2025-01-04,362388.11,362388.11,4,0
INV007051,SUP040,2025-01-09,204217.41,204217.41,1,0
INV007052,SUP040,2025-01-19,104954.49,104954.49,0,0
INV007053,SUP040,2025-02-27,318453.62,318453.62,0,0
INV007054,SUP040,2025-02-17,203341.01,203341.01,3,0
INV007055,SUP040,2025-02-05,182170.11,182170.11,4,0
INV007056,SUP040,2025-02-03,426917.91,426917.91,5,0
INV007057,SUP040,2025-02-11,161626.43,161626.43,2,0
INV007058,SUP040,2025-02-20,190631.76,190631.76,3,0
INV007059,SUP040,2025-02-21,158653.53,158653.53,0,0
INV007060,SUP040,2025-03-12,122240.14,122240.14,6,0
INV007061,SUP040,2025-03-08,437752.28,437752.28,3,0
INV007062,SUP040,2025-03-25,224777.44,224777.44,7,0
INV007063,SUP040,2025-03-02,148069.12,148069.12,2,0
INV007064,SUP040,2025-03-27,238787.77,238787.77,2,0
INV007065,SUP040,2025-03-18,168715.95,168715.95,3,0
INV007066,SUP040,2025-04-24,584069.92,584069.92,0,0
INV007067,SUP040,2025-04-24,95435.53,95435.53,0,0
INV007068,SUP040,2025-04-10,97882.26,97882.26,8,0
INV007069,SUP040,2025-04-05,117704.93,117704.93,0,0
INV007070,SUP040,2025-04-23,236056.35,236056.35,7,0
INV007071,SUP040,2025-04-02,65892.28,65892.28,5,0
INV007072,SUP040,2025-04-05,227142.53,227142.53,0,0
INV007073,SUP040,2025-04-08,126767.56,126767.56,0,0
INV007074,SUP040,2025-04-03,244424.87,244424.87,10,0
INV007075,SUP040,2025-04-05,616129.87,616129.87,4,0
INV007076,SUP040,2025-04-03,286339.8,286339.8,0,0
INV007077,SUP040,2025-04-07,189866.91,189866.91,0,0
INV007078,SUP040,2025-04-06,85221.11,85221.11,0,0
INV007079,SUP040,2025-05-25,204315.01,204315.01,3,0
INV007080,SUP040,2025-05-12,177179.54,177179.54,5,0
INV007081,SUP040,2025-05-20,148772.32,148772.32,7,0
INV007082,SUP040,2025-05-23,157471.54,157471.54,0,0
INV007083,SUP040,2025-05-01,157883.03,157883.03,3,0
INV007084,SUP040,2025-05-26,231137.22,231137.22,4,0
INV007085,SUP040,2025-05-25,167543.14,167543.14,0,0
INV007086,SUP040,2025-05-20,216595.98,216595.98,2,0
INV007087,SUP040,2025-05-13,160058.38,160058.38,1,0
INV007088,SUP040,2025-05-05,366368.26,366368.26,0,0
INV007089,SUP040,2025-05-02,185739.46,185739.46,8,0
INV007090,SUP040,2025-05-14,207299.24,207299.24,6,0
INV007091,SUP040,2025-06-22,403978.74,403978.74,0,0
INV007092,SUP040,2025-06-17,79597.54,79597.54,0,0
INV007093,SUP040,2025-06-18,149245.37,149245.37,5,0
INV007094,SUP040,2025-06-26,141432.18,141432.18,5,0
INV007095,SUP040,2025-06-03,194547.25,194547.25,2,0
INV007096,SUP040,2025-06-07,165260.96,165260.96,0,0
INV007097,SUP040,2025-06-22,135177.97,135177.97,5,0
INV007098,SUP040,2025-06-20,183956.13,183956.13,0,0
INV007099,SUP040,2025-06-01,107702.75,107702.75,3,0
INV007100,SUP040,2025-06-02,123738.26,123738.26,1,0
INV007101,SUP040,2025-06-03,112630.95,112630.95,10,0
INV007102,SUP040,2025-06-15,93267.4,93267.4,8,0
INV007103,SUP040,2025-06-23,342953.26,342953.26,0,0
INV007104,SUP040,2025-06-05,300818.7,300818.7,0,0
INV007105,SUP040,2025-06-13,57911.09,57911.09,0,0
INV007106,SUP040,2025-07-02,170066.15,170066.15,6,0
INV007107,SUP040,2025-07-27,146937.11,146937.11,1,0
INV007108,SUP040,2025-07-18,183784.11,183784.11,5,0
INV007109,SUP040,2025-07-06,106243.68,106243.68,4,0
INV007110,SUP040,2025-07-15,164326.76,164326.76,0,0
INV007111,SUP040,2025-07-21,154045.54,154045.54,6,0
INV007112,SUP040,2025-08-22,257788.17,257788.17,8,0
INV007113,SUP040,2025-08-11,323027.02,323027.02,4,0
INV007114,SUP040,2025-08-09,206418.43,206418.43,3,0
INV007115,SUP040,2025-08-17,128542.13,128542.13,0,0
INV007116,SUP040,2025-08-08,80479.34,80479.34,0,0
INV007117,SUP040,2025-08-24,167479.43,167479.43,0,0
INV007118,SUP040,2025-08-03,269530.38,269530.38,1,0
INV007119,SUP040,2025-08-09,319460.34,319460.34,4,0
INV007120,SUP040,2025-08-03,116913.95,116913.95,5,0
INV007121,SUP040,2025-08-05,188885.85,188885.85,3,0
INV007122,SUP040,2025-08-16,237300.52,237300.52,0,0
INV007123,SUP040,2025-08-11,244633.24,244633.24,1,0
INV007124,SUP040,2025-09-03,106613.24,106613.24,6,0
INV007125,SUP040,2025-09-14,296574.03,296574.03,2,0
INV007126,SUP040,2025-09-05,229432.25,229432.25,7,0
INV007127,SUP040,2025-09-13,278847.41,278847.41,1,0
INV007128,SUP040,2025-09-25,85909.18,85909.18,3,0
INV007129,SUP040,2025-09-20,96840.97,96840.97,5,0
INV007130,SUP040,2025-09-26,453657.83,453657.83,6,0
INV007131,SUP040,2025-09-17,187240.06,187240.06,2,0
INV007132,SUP040,2025-09-23,267003.13,267003.13,0,0
INV007133,SUP040,2025-09-06,206427.53,206427.53,5,0
INV007134,SUP040,2025-09-17,136826.57,136826.57,7,0
INV007135,SUP040,2025-09-05,81299.22,81299.22,4,0
INV007136,SUP040,2025-09-14,147132.72,147132.72,1,0
INV007137,SUP040,2025-09-16,147065.03,147065.03,10,0
INV007138,SUP040,2025-09-12,225489.53,225489.53,2,0
INV007139,SUP040,2025-10-23,209752.07,209752.07,7,0
INV007140,SUP040,2025-10-27,230648.86,230648.86,0,0
INV007141,SUP040,2025-10-23,119309.64,119309.64,6,0
INV007142,SUP040,2025-10-12,234862.34,234862.34,0,0
INV007143,SUP040,2025-10-14,213427.41,213427.41,0,0
INV007144,SUP040,2025-11-11,160923.42,160923.42,0,0
INV007145,SUP040,2025-11-12,228204.47,228204.47,1,0
INV007146,SUP040,2025-11-08,309585.2,309585.2,8,0
INV007147,SUP040,2025-11-08,136383.09,136383.09,1,0
INV007148,SUP040,2025-11-24,112706.61,112706.61,4,0
INV007149,SUP040,2025-11-11,75943.96,75943.96,5,0
INV007150,SUP040,2025-11-19,195209.48,195209.48,0,0
INV007151,SUP040,2025-11-18,204656.99,204656.99,5,0
INV007152,SUP040,2025-11-15,287713.83,287713.83,0,0
INV007153,SUP040,2025-11-20,130037.48,130037.48,0,0
INV007154,SUP040,2025-11-19,198144.31,198144.31,0,0
INV007155,SUP040,2025-12-08,183835.93,183835.93,3,0
INV007156,SUP040,2025-12-16,299054.43,299054.43,12,0
INV007157,SUP040,2025-12-24,180047.35,180047.35,0,0
INV007158,SUP040,2025-12-14,120546.55,120546.55,9,0
INV007159,SUP040,2025-12-20,126438.4,126438.4,4,0
INV007160,SUP040,2025-12-25,169328.87,169328.87,4,0
INV007161,SUP040,2025-12-25,352603.15,352603.15,0,0
INV007162,SUP040,2025-12-13,81982.92,81982.92,1,0
INV007163,SUP040,2025-12-12,242063.16,242063.16,3,0
INV007164,SUP040,2025-12-19,131463.69,131463.69,2,0
INV007165,SUP040,2025-12-21,143525.91,143525.91,7,0
INV007166,SUP040,2025-12-20,91789.15,91789.15,0,0
INV007167,SUP040,2025-12-10,101319.75,101319.75,7,0
INV007168,SUP040,2025-12-19,543930.93,543930.93,8,0
INV007169,SUP040,2026-01-26,168502.91,168502.91,4,0
INV007170,SUP040,2026-01-22,152490.11,152490.11,8,0
INV007171,SUP040,2026-01-09,352559.52,352559.52,3,0
INV007172,SUP040,2026-01-15,110379.69,110379.69,3,0
INV007173,SUP040,2026-01-11,149474.07,149474.07,1,0
INV007174,SUP040,2026-01-16,146235.06,146235.06,0,0
INV007175,SUP040,2026-02-22,193172.79,193172.79,3,0
INV007176,SUP040,2026-02-12,77374.43,77374.43,11,0
INV007177,SUP040,2026-02-05,195506.22,195506.22,0,0
INV007178,SUP040,2026-02-08,160983.61,160983.61,4,0
INV007179,SUP040,2026-02-22,365361.38,365361.38,5,0
INV007180,SUP040,2026-02-16,141428.85,138937.37,4,1
INV007181,SUP040,2026-02-19,108209.3,108209.3,3,0
INV007182,SUP040,2026-03-25,239047.79,239047.79,7,0
INV007183,SUP040,2026-03-27,125506.4,125506.4,0,0
INV007184,SUP040,2026-03-25,204562.36,204562.36,0,0
INV007185,SUP040,2026-03-13,152481.41,152481.41,9,0
INV007186,SUP040,2026-03-20,228152.61,228152.61,5,0
INV007187,SUP040,2026-03-03,428714.13,428714.13,4,0
INV007188,SUP040,2026-03-02,167511.33,167511.33,0,0
INV007189,SUP040,2026-03-24,135783.21,135783.21,1,0
INV007190,SUP040,2026-03-03,243769.45,243769.45,5,0
INV007191,SUP040,2026-03-27,189781.59,189781.59,2,0
INV007192,SUP040,2026-03-24,121366.75,121366.75,0,0
INV007193,SUP040,2026-04-26,159730.01,159730.01,3,0
INV007194,SUP040,2026-04-07,238676.31,238676.31,0,0
INV007195,SUP040,2026-04-08,114134.6,114134.6,1,0
INV007196,SUP040,2026-04-04,151197.76,151197.76,5,0
INV007197,SUP040,2026-04-11,160835.5,160835.5,4,0
INV007198,SUP040,2026-04-24,291996.76,291996.76,2,0
INV007199,SUP040,2026-04-03,144322.26,144322.26,4,0
INV007200,SUP040,2026-04-22,198763.11,198763.11,0,0
INV007201,SUP040,2026-04-25,132684.3,132684.3,3,0
INV007202,SUP040,2026-05-07,157384.5,157384.5,1,0
INV007203,SUP040,2026-05-07,195533.19,195533.19,0,0
INV007204,SUP040,2026-05-05,358579.16,358579.16,3,0
INV007205,SUP040,2026-05-23,123165.37,123165.37,1,0
INV007206,SUP040,2026-05-12,253590.58,253590.58,7,0
INV007207,SUP040,2026-05-01,278505.64,278505.64,0,0
INV007208,SUP040,2026-05-20,94163.98,94163.98,0,0
INV007209,SUP040,2026-05-23,108420.66,106420.52,12,1
INV007210,SUP040,2026-06-02,130303.6,130303.6,0,0
INV007211,SUP040,2026-06-26,191366.38,191366.38,0,0
INV007212,SUP040,2026-06-04,253651.58,253651.58,0,0
INV007213,SUP040,2026-06-17,129548.03,129548.03,1,0
INV007214,SUP040,2026-06-16,129762.83,129762.83,0,0
INV007215,SUP040,2026-06-17,374138.67,374138.67,1,0
INV007216,SUP040,2026-06-02,82965.9,82965.9,0,0
INV007217,SUP040,2026-06-17,146379.98,146379.98,0,0
INV007218,SUP040,2026-06-24,166874.13,166874.13,7,0
INV007219,SUP040,2026-06-05,227058.33,227058.33,4,0
INV007220,SUP040,2026-06-26,153152.81,153152.81,3,0
INV007221,SUP040,2026-06-09,171881.88,171881.88,1,0
INV007222,SUP041,2025-01-18,101646.59,101646.59,0,0
INV007223,SUP041,2025-01-10,90056.43,90056.43,0,0
INV007224,SUP041,2025-01-13,63284.08,63284.08,3,0
INV007225,SUP041,2025-01-22,118914.72,118914.72,0,0
INV007226,SUP041,2025-01-10,99755.1,99755.1,6,0
INV007227,SUP041,2025-01-09,83454.51,83454.51,2,0
INV007228,SUP041,2025-01-19,58504.37,58504.37,0,0
INV007229,SUP041,2025-01-22,65451.92,65451.92,6,0
INV007230,SUP041,2025-01-08,52019.84,52019.84,0,0
INV007231,SUP041,2025-01-25,107136.43,107136.43,2,0
INV007232,SUP041,2025-01-03,84348.82,84348.82,5,0
INV007233,SUP041,2025-02-02,156189.21,156189.21,4,0
INV007234,SUP041,2025-02-14,78324.0,78324.0,11,0
INV007235,SUP041,2025-02-17,65996.67,65996.67,7,0
INV007236,SUP041,2025-02-07,68893.76,68893.76,11,0
INV007237,SUP041,2025-02-27,106166.86,106166.86,0,0
INV007238,SUP041,2025-02-05,92667.3,92667.3,0,0
INV007239,SUP041,2025-02-10,91344.42,91344.42,6,0
INV007240,SUP041,2025-02-22,85690.41,85690.41,0,0
INV007241,SUP041,2025-02-22,77230.69,77230.69,0,0
INV007242,SUP041,2025-02-20,126566.17,126566.17,0,0
INV007243,SUP041,2025-02-26,129722.17,129722.17,2,0
INV007244,SUP041,2025-03-19,98871.39,98871.39,0,0
INV007245,SUP041,2025-03-17,70371.89,70371.89,0,0
INV007246,SUP041,2025-03-27,86438.21,86438.21,0,0
INV007247,SUP041,2025-03-17,75464.5,75464.5,7,0
INV007248,SUP041,2025-03-27,80140.64,80140.64,4,0
INV007249,SUP041,2025-03-06,129828.26,129828.26,4,0
INV007250,SUP041,2025-03-16,65996.41,65996.41,3,0
INV007251,SUP041,2025-03-02,81702.87,81702.87,0,0
INV007252,SUP041,2025-03-03,53126.2,53126.2,13,0
INV007253,SUP041,2025-03-09,44071.67,44071.67,2,0
INV007254,SUP041,2025-03-20,125650.61,125650.61,1,0
INV007255,SUP041,2025-03-14,48147.18,48147.18,2,0
INV007256,SUP041,2025-03-04,81737.78,81737.78,0,0
INV007257,SUP041,2025-03-23,59298.76,59298.76,3,0
INV007258,SUP041,2025-03-24,147076.06,147076.06,0,0
INV007259,SUP041,2025-03-25,90957.69,90957.69,0,0
INV007260,SUP041,2025-03-12,182142.17,182142.17,0,0
INV007261,SUP041,2025-04-03,78469.12,78469.12,0,0
INV007262,SUP041,2025-04-20,99416.58,99416.58,0,0
INV007263,SUP041,2025-04-20,78546.61,78546.61,1,0
INV007264,SUP041,2025-04-11,74849.42,74849.42,8,0
INV007265,SUP041,2025-04-11,47431.34,47431.34,4,0
INV007266,SUP041,2025-04-19,85193.92,85193.92,3,0
INV007267,SUP041,2025-04-01,94974.07,94974.07,6,0
INV007268,SUP041,2025-05-02,114790.35,114790.35,0,0
INV007269,SUP041,2025-05-23,114675.99,114675.99,4,0
INV007270,SUP041,2025-05-02,89459.63,89459.63,0,0
INV007271,SUP041,2025-05-21,172733.87,172733.87,5,0
INV007272,SUP041,2025-05-23,80243.61,80243.61,6,0
INV007273,SUP041,2025-05-21,85831.99,85831.99,5,0
INV007274,SUP041,2025-05-06,167441.79,167441.79,2,0
INV007275,SUP041,2025-05-16,33539.38,33539.38,0,0
INV007276,SUP041,2025-05-03,72487.04,72487.04,4,0
INV007277,SUP041,2025-05-19,66556.89,66556.89,0,0
INV007278,SUP041,2025-06-01,149017.35,146075.05,0,1
INV007279,SUP041,2025-06-20,53595.71,53595.71,4,0
INV007280,SUP041,2025-06-10,99004.67,99004.67,7,0
INV007281,SUP041,2025-06-07,61988.94,61988.94,7,0
INV007282,SUP041,2025-06-14,230902.45,230902.45,3,0
INV007283,SUP041,2025-06-24,84366.12,84366.12,3,0
INV007284,SUP041,2025-06-14,77947.77,77947.77,0,0
INV007285,SUP041,2025-06-06,69696.32,69696.32,5,0
INV007286,SUP041,2025-07-01,61020.82,61020.82,0,0
INV007287,SUP041,2025-07-09,142617.79,142617.79,8,0
INV007288,SUP041,2025-07-14,74354.62,74354.62,0,0
INV007289,SUP041,2025-07-03,54911.1,54911.1,0,0
INV007290,SUP041,2025-07-12,86706.95,86706.95,0,0
INV007291,SUP041,2025-07-04,95335.34,95335.34,0,0
INV007292,SUP041,2025-07-14,106821.3,106821.3,7,0
INV007293,SUP041,2025-07-14,66777.66,66777.66,0,0
INV007294,SUP041,2025-07-05,91192.38,91192.38,6,0
INV007295,SUP041,2025-07-03,183483.87,183483.87,7,0
INV007296,SUP041,2025-08-11,94817.66,94817.66,0,0
INV007297,SUP041,2025-08-11,55503.08,55503.08,0,0
INV007298,SUP041,2025-08-20,29868.65,29868.65,5,0
INV007299,SUP041,2025-08-10,58354.61,58354.61,1,0
INV007300,SUP041,2025-08-24,121283.42,121283.42,0,0
INV007301,SUP041,2025-09-13,66974.14,66974.14,4,0
INV007302,SUP041,2025-09-02,103320.09,103320.09,6,0
INV007303,SUP041,2025-09-08,164846.33,164846.33,4,0
INV007304,SUP041,2025-09-18,111563.99,111563.99,4,0
INV007305,SUP041,2025-09-22,49952.25,49952.25,5,0
INV007306,SUP041,2025-09-16,122572.38,122572.38,3,0
INV007307,SUP041,2025-09-18,155231.18,155231.18,4,0
INV007308,SUP041,2025-09-07,61925.19,61925.19,0,0
INV007309,SUP041,2025-09-15,64710.03,64710.03,0,0
INV007310,SUP041,2025-09-26,62633.12,62633.12,4,0
INV007311,SUP041,2025-09-27,68339.95,68339.95,0,0
INV007312,SUP041,2025-09-06,87615.34,87615.34,11,0
INV007313,SUP041,2025-10-26,37003.82,37003.82,4,0
INV007314,SUP041,2025-10-19,67647.92,67647.92,6,0
INV007315,SUP041,2025-10-27,59235.03,59235.03,5,0
INV007316,SUP041,2025-10-21,183121.51,183121.51,0,0
INV007317,SUP041,2025-10-21,140431.43,140431.43,6,0
INV007318,SUP041,2025-10-18,27413.23,27413.23,2,0
INV007319,SUP041,2025-10-21,73189.98,73189.98,6,0
INV007320,SUP041,2025-10-09,148529.86,148529.86,4,0
INV007321,SUP041,2025-10-12,127409.7,127409.7,4,0
INV007322,SUP041,2025-11-15,54239.93,54239.93,0,0
INV007323,SUP041,2025-11-13,149349.48,149349.48,0,0
INV007324,SUP041,2025-11-09,54603.37,54603.37,5,0
INV007325,SUP041,2025-11-10,81055.98,81055.98,4,0
INV007326,SUP041,2025-11-01,92457.95,92457.95,0,0
INV007327,SUP041,2025-11-13,70803.52,70803.52,5,0
INV007328,SUP041,2025-11-13,65178.2,65178.2,4,0
INV007329,SUP041,2025-11-14,109420.76,109420.76,0,0
INV007330,SUP041,2025-11-26,133298.12,133298.12,5,0
INV007331,SUP041,2025-11-03,154397.15,154397.15,0,0
INV007332,SUP041,2025-11-19,66378.58,66378.58,3,0
INV007333,SUP041,2025-11-23,89361.64,89361.64,6,0
INV007334,SUP041,2025-12-09,144681.01,144681.01,5,0
INV007335,SUP041,2025-12-03,65960.65,65960.65,15,0
INV007336,SUP041,2025-12-10,57884.75,57884.75,1,0
INV007337,SUP041,2025-12-16,76825.7,76825.7,8,0
INV007338,SUP041,2025-12-06,136281.46,136281.46,1,0
INV007339,SUP041,2025-12-22,112446.57,112446.57,0,0
INV007340,SUP041,2025-12-17,104945.44,104945.44,1,0
INV007341,SUP041,2025-12-05,52054.96,52054.96,6,0
INV007342,SUP041,2026-01-15,117976.67,117976.67,1,0
INV007343,SUP041,2026-01-09,130936.52,130936.52,1,0
INV007344,SUP041,2026-01-19,106858.13,106858.13,0,0
INV007345,SUP041,2026-01-03,58531.59,58531.59,0,0
INV007346,SUP041,2026-01-04,35754.23,35754.23,2,0
INV007347,SUP041,2026-01-18,53171.18,53171.18,4,0
INV007348,SUP041,2026-01-05,63689.15,62693.09,2,1
INV007349,SUP041,2026-02-03,87088.33,87088.33,5,0
INV007350,SUP041,2026-02-11,41485.49,41485.49,0,0
INV007351,SUP041,2026-02-13,110155.47,110155.47,8,0
INV007352,SUP041,2026-02-21,86176.04,86176.04,8,0
INV007353,SUP041,2026-02-26,99171.98,99171.98,0,0
INV007354,SUP041,2026-02-15,84126.09,84126.09,7,0
INV007355,SUP041,2026-02-06,43125.48,43125.48,2,0
INV007356,SUP041,2026-02-01,54446.0,54446.0,0,0
INV007357,SUP041,2026-02-25,130453.98,130453.98,5,0
INV007358,SUP041,2026-02-03,216326.59,216326.59,10,0
INV007359,SUP041,2026-02-26,126080.31,126080.31,12,0
INV007360,SUP041,2026-03-05,143192.35,143192.35,2,0
INV007361,SUP041,2026-03-08,68798.54,68798.54,0,0
INV007362,SUP041,2026-03-13,141630.14,141630.14,1,0
INV007363,SUP041,2026-03-23,70224.13,70224.13,10,0
INV007364,SUP041,2026-03-12,125989.95,125989.95,0,0
INV007365,SUP041,2026-03-23,94251.12,94251.12,8,0
INV007366,SUP041,2026-03-19,69578.71,69578.71,0,0
INV007367,SUP041,2026-03-06,81551.51,81551.51,2,0
INV007368,SUP041,2026-03-01,67892.74,67892.74,3,0
INV007369,SUP041,2026-03-20,146838.78,146838.78,2,0
INV007370,SUP041,2026-03-20,86347.14,86347.14,7,0
INV007371,SUP041,2026-03-27,67943.66,67943.66,0,0
INV007372,SUP041,2026-03-04,220223.14,220223.14,4,0
INV007373,SUP041,2026-04-25,71397.49,71397.49,8,0
INV007374,SUP041,2026-04-27,67097.92,67097.92,5,0
INV007375,SUP041,2026-04-03,87509.16,87509.16,7,0
INV007376,SUP041,2026-04-11,103261.61,103261.61,1,0
INV007377,SUP041,2026-04-14,153606.96,153606.96,2,0
INV007378,SUP041,2026-04-26,55947.66,55947.66,4,0
INV007379,SUP041,2026-04-04,163390.02,163390.02,5,0
INV007380,SUP041,2026-04-02,83643.25,83643.25,4,0
INV007381,SUP041,2026-04-06,223695.35,223695.35,2,0
INV007382,SUP041,2026-04-05,97983.08,97983.08,1,0
INV007383,SUP041,2026-04-23,57074.01,57074.01,6,0
INV007384,SUP041,2026-04-01,64455.44,64455.44,2,0
INV007385,SUP041,2026-04-09,92159.54,92159.54,0,0
INV007386,SUP041,2026-04-16,60038.88,60038.88,0,0
INV007387,SUP041,2026-05-11,130493.24,130493.24,4,0
INV007388,SUP041,2026-05-07,68432.0,68432.0,11,0
INV007389,SUP041,2026-05-24,46446.7,46446.7,1,0
INV007390,SUP041,2026-05-18,102208.47,102208.47,4,0
INV007391,SUP041,2026-05-05,108355.29,108355.29,7,0
INV007392,SUP041,2026-05-19,142253.9,142253.9,0,0
INV007393,SUP041,2026-05-15,204600.4,204600.4,1,0
INV007394,SUP041,2026-05-21,71740.81,71740.81,5,0
INV007395,SUP041,2026-05-25,111409.49,111409.49,5,0
INV007396,SUP041,2026-05-16,74556.93,74556.93,1,0
INV007397,SUP041,2026-05-15,70544.71,70544.71,3,0
INV007398,SUP041,2026-05-10,72008.36,72008.36,6,0
INV007399,SUP041,2026-05-14,100108.11,100108.11,4,0
INV007400,SUP041,2026-06-08,123110.25,123110.25,0,0
INV007401,SUP041,2026-06-04,59189.18,59189.18,1,0
INV007402,SUP041,2026-06-26,74412.23,74412.23,0,0
INV007403,SUP041,2026-06-10,115238.97,115238.97,6,0
INV007404,SUP041,2026-06-24,109767.48,109767.48,0,0
INV007405,SUP042,2025-01-14,252978.55,252978.55,5,0
INV007406,SUP042,2025-01-02,192502.45,192502.45,24,0
INV007407,SUP042,2025-01-12,236341.65,236341.65,3,0
INV007408,SUP042,2025-01-20,270524.1,270524.1,2,0
