supplier_id,month,sla_compliance,on_time_delivery_rate,defect_rate,invoice_accuracy,avg_resolution_days,escalation_count,order_fulfillment_rate
SUP041,2025-11-01,94.8,92.86,2.34,98.23,1.75,0,92.75
SUP041,2025-12-01,97.36,95.21,2.17,95.87,2.15,1,96.19
SUP041,2026-01-01,95.54,93.34,2.74,98.2,1.66,0,94.93
SUP041,2026-02-01,95.05,95.35,2.27,96.45,1.93,1,94.67
SUP041,2026-03-01,96.67,97.82,1.67,97.86,2.8,1,96.9
SUP041,2026-04-01,96.45,95.11,1.72,98.68,2.59,0,95.4
SUP041,2026-05-01,95.73,95.77,2.62,97.33,2.3,0,95.32
SUP041,2026-06-01,94.43,97.14,1.37,98.82,1.77,0,96.73
SUP042,2025-01-01,89.89,88.79,5.61,92.61,5.0,3,87.1
SUP042,2025-02-01,88.99,88.33,5.82,92.18,4.94,2,87.93
SUP042,2025-03-01,90.1,90.13,5.25,93.76,4.98,1,90.68
SUP042,2025-04-01,89.46,88.82,5.83,92.45,4.7,3,88.72
SUP042,2025-05-01,93.08,90.13,4.96,93.2,5.69,1,88.88
SUP042,2025-06-01,89.82,89.94,4.39,92.0,4.54,2,89.4
SUP042,2025-07-01,89.88,90.49,5.53,92.88,4.73,1,89.56
SUP042,2025-08-01,94.82,89.78,4.74,93.7,5.97,1,88.82
SUP042,2025-09-01,94.36,90.86,4.07,93.49,3.87,0,91.12
SUP042,2025-10-01,91.83,89.23,4.31,94.61,4.79,2,89.73
SUP042,2025-11-01,92.44,92.13,4.2,94.83,4.16,0,92.49
SUP042,2025-12-01,94.19,94.28,3.44,93.46,5.49,1,92.8
SUP042,2026-01-01,93.99,93.07,5.28,95.45,4.51,2,93.67
SUP042,2026-02-01,94.46,93.3,3.94,94.27,6.29,0,93.15
SUP042,2026-03-01,96.66,94.17,4.91,94.34,4.27,1,95.14
SUP042,2026-04-01,96.49,92.6,4.71,94.39,4.22,0,91.61
SUP042,2026-05-01,95.47,93.39,4.57,94.8,4.17,0,92.88
SUP042,2026-06-01,96.99,93.72,4.96,94.21,5.37,0,92.58
SUP043,2025-01-01,91.91,88.49,6.39,93.48,5.62,1,88.27
SUP043,2025-02-01,92.88,88.61,5.3,93.26,6.25,0,88.47
SUP043,2025-03-01,91.27,89.28,5.91,90.52,6.3,3,88.2
SUP043,2025-04-01,89.8,90.84,6.99,93.1,4.78,1,90.39
SUP043,2025-05-01,89.35,90.49,5.86,93.42,5.66,1,90.82
SUP043,2025-06-01,91.42,91.04,5.36,91.88,4.88,4,91.05
SUP043,2025-07-01,92.13,89.25,5.35,91.58,4.74,2,87.24
SUP043,2025-08-01,89.52,88.64,6.28,89.67,6.01,5,87.14
SUP043,2025-09-01,88.95,87.14,6.05,91.61,6.95,1,85.92
SUP043,2025-10-01,90.32,89.16,6.74,92.23,6.0,3,87.36
SUP043,2025-11-01,89.09,87.58,6.78,92.36,6.12,2,87.62
SUP043,2025-12-01,89.46,88.74,5.79,92.42,6.81,2,88.18
SUP043,2026-01-01,88.21,89.6,6.09,93.74,6.94,2,89.9
SUP043,2026-02-01,87.95,87.92,6.0,89.95,5.54,0,87.59
SUP043,2026-03-01,89.4,88.83,6.99,92.14,5.54,5,89.2
SUP043,2026-04-01,90.14,89.46,4.98,91.55,6.55,2,87.8
SUP043,2026-05-01,93.22,90.11,6.17,92.33,5.56,1,89.3
SUP043,2026-06-01,88.88,87.87,6.33,91.41,4.61,5,86.77
SUP044,2025-01-01,97.56,96.13,2.8,97.74,2.76,0,97.51
SUP044,2025-02-01,96.37,95.36,2.95,98.06,1.55,0,95.8
SUP044,2025-03-01,95.14,95.26,2.27,95.37,3.09,0,93.91
SUP044,2025-04-01,95.51,95.12,2.55,97.77,0.71,1,95.49
SUP044,2025-05-01,95.05,94.41,2.32,96.28,3.2,0,94.27
SUP044,2025-06-01,94.32,93.77,1.85,96.41,2.51,1,92.34
SUP044,2025-07-01,92.39,92.4,2.24,95.28,3.77,0,92.82
SUP044,2025-08-01,92.08,91.89,3.37,94.24,1.84,0,92.95
SUP044,2025-09-01,91.25,91.42,3.4,95.35,2.77,0,90.69
SUP044,2025-10-01,90.36,90.65,3.5,96.64,3.64,2,90.34
SUP044,2025-11-01,90.5,88.9,4.11,95.78,2.95,1,87.83
SUP044,2025-12-01,88.86,89.82,3.5,95.38,2.79,1,89.37
SUP044,2026-01-01,90.33,92.11,3.97,94.76,3.27,0,92.08
SUP044,2026-02-01,89.95,88.41,4.55,94.81,2.86,3,88.43
SUP044,2026-03-01,90.24,89.15,3.64,93.24,3.48,4,88.21
SUP044,2026-04-01,89.13,88.5,3.44,93.64,3.5,0,87.92
SUP044,2026-05-01,87.64,86.47,4.59,93.54,2.97,1,84.87
SUP044,2026-06-01,87.44,87.56,4.85,92.28,5.0,3,87.27
SUP045,2025-01-01,90.6,88.52,5.3,91.86,6.16,4,86.07
SUP045,2025-02-01,89.53,89.71,6.79,92.44,4.75,2,90.58
SUP045,2025-03-01,91.14,87.8,6.66,93.4,5.65,2,87.7
SUP045,2025-04-01,88.97,88.87,5.6,91.66,6.49,3,89.19
SUP045,2025-05-01,90.04,88.43,5.68,92.53,6.89,0,88.26
SUP045,2025-06-01,89.88,87.69,5.34,90.94,5.54,3,86.29
SUP045,2025-07-01,88.51,86.42,6.16,89.98,6.63,0,84.45
SUP045,2025-08-01,86.72,88.95,5.87,91.54,4.91,7,89.08
SUP045,2025-09-01,90.03,88.08,6.12,91.53,6.34,4,87.1
SUP045,2025-10-01,88.07,87.85,5.71,90.78,7.1,7,87.39
SUP045,2025-11-01,90.21,85.43,6.26,93.38,5.92,7,84.96
SUP045,2025-12-01,87.06,89.47,5.79,90.81,4.67,3,89.27
SUP045,2026-01-01,89.11,86.86,6.05,93.2,5.67,4,86.46
SUP045,2026-02-01,89.73,89.0,5.78,92.51,5.39,3,88.46
SUP045,2026-03-01,88.0,88.67,6.07,91.18,5.9,6,87.23
SUP045,2026-04-01,86.99,85.06,5.84,90.48,5.78,3,84.55
SUP045,2026-05-01,89.48,87.53,6.84,91.47,7.2,3,86.52
SUP045,2026-06-01,88.36,84.38,4.41,92.54,6.82,1,82.37
SUP046,2025-01-01,95.5,95.44,1.81,97.19,3.35,0,94.56
SUP046,2025-02-01,97.37,94.7,2.65,98.06,2.0,0,94.67
SUP046,2025-03-01,97.85,94.8,2.4,97.92,3.01,0,94.41
SUP046,2025-04-01,96.39,97.77,1.32,97.61,2.2,0,98.64
SUP046,2025-05-01,97.41,97.71,1.59,97.82,2.31,0,98.04
SUP046,2025-06-01,97.34,97.68,1.22,97.7,1.23,1,97.86
SUP046,2025-07-01,97.09,94.42,1.23,96.83,1.45,0,94.51
SUP046,2025-08-01,97.12,94.5,2.22,97.18,2.23,1,93.49
SUP046,2025-09-01,95.61,96.18,2.98,96.7,1.61,1,95.95
SUP046,2025-10-01,94.69,97.01,1.02,97.84,2.93,0,97.29
SUP046,2025-11-01,94.74,94.99,1.38,98.16,1.22,0,94.4
SUP046,2025-12-01,96.8,97.46,1.56,97.42,1.82,1,97.62
SUP046,2026-01-01,94.66,95.26,2.0,98.11,3.04,1,93.65
SUP046,2026-02-01,98.27,98.61,2.82,98.76,2.69,0,98.14
SUP046,2026-03-01,97.29,97.49,1.4,97.85,0.55,1,96.62
SUP046,2026-04-01,99.46,97.18,2.59,97.01,3.88,0,96.51
SUP046,2026-05-01,99.32,95.16,1.64,99.16,0.89,0,94.23
SUP046,2026-06-01,99.65,94.33,2.69,97.55,1.89,0,94.7
SUP047,2025-01-01,89.04,90.29,5.44,91.03,5.43,1,89.76
SUP047,2025-02-01,91.44,91.06,5.65,91.14,5.86,0,91.73
SUP047,2025-03-01,89.83,88.94,5.72,91.34,6.31,1,88.7
SUP047,2025-04-01,90.68,88.02,5.52,91.6,5.55,2,87.13
SUP047,2025-05-01,89.77,89.85,5.94,92.86,5.42,2,88.16
SUP047,2025-06-01,91.81,89.62,5.74,92.27,5.72,4,88.67
SUP047,2025-07-01,88.9,90.32,5.19,91.93,6.66,1,90.16
SUP047,2025-08-01,89.53,89.16,6.32,92.02,6.57,2,87.09
SUP047,2025-09-01,90.03,85.71,7.38,91.32,6.92,7,86.94
SUP047,2025-10-01,88.7,88.41,6.08,92.52,5.63,4,88.64
SUP047,2025-11-01,89.22,89.51,6.55,91.61,6.51,1,89.56
SUP047,2025-12-01,88.31,89.22,5.97,90.86,4.73,2,87.73
SUP047,2026-01-01,87.86,88.4,5.92,91.97,6.78,2,88.05
SUP047,2026-02-01,89.52,89.33,6.22,92.1,6.32,2,88.68
SUP047,2026-03-01,88.18,88.86,6.15,90.69,5.68,3,88.08
SUP047,2026-04-01,89.86,89.71,5.85,90.94,5.4,2,89.37
SUP047,2026-05-01,89.25,88.41,7.46,90.94,5.56,4,87.18
SUP047,2026-06-01,89.12,87.93,6.98,91.98,6.64,3,87.32
SUP048,2025-01-01,99.42,97.72,1.94,98.11,1.32,0,97.04
SUP048,2025-02-01,98.36,98.28,1.81,98.62,2.66,0,98.87
SUP048,2025-03-01,100.0,97.95,1.76,97.73,1.86,1,97.09
SUP048,2025-04-01,99.12,99.05,1.84,97.85,2.44,0,98.34
SUP048,2025-05-01,99.37,98.92,1.46,98.57,1.57,2,97.61
SUP048,2025-06-01,97.73,96.93,2.49,97.54,2.07,0,95.77
SUP048,2025-07-01,99.42,98.4,2.1,98.06,1.83,0,96.87
SUP048,2025-08-01,98.92,96.14,1.82,97.76,1.41,0,95.97
SUP048,2025-09-01,96.65,94.83,0.94,97.7,2.14,0,93.81
SUP048,2025-10-01,97.57,97.39,1.7,97.37,2.28,1,97.64
SUP048,2025-11-01,98.8,96.31,2.38,97.1,1.73,0,94.87
SUP048,2025-12-01,99.96,97.1,2.81,97.77,2.97,0,96.26
SUP048,2026-01-01,95.75,95.98,2.06,96.95,2.5,0,95.88
SUP048,2026-02-01,97.73,97.22,1.27,97.92,2.27,0,95.39
SUP048,2026-03-01,98.31,99.94,1.23,98.06,3.03,1,99.0
SUP048,2026-04-01,99.73,97.54,2.14,99.49,2.53,0,96.5
SUP048,2026-05-01,97.45,98.73,1.24,97.53,3.71,0,98.82
SUP048,2026-06-01,100.0,96.61,1.55,99.0,2.23,0,95.67
SUP049,2025-01-01,98.45,94.89,2.38,99.42,1.6,0,94.08
SUP049,2025-02-01,96.1,96.43,1.68,97.8,2.23,1,95.8
SUP049,2025-03-01,96.69,95.65,1.73,97.96,1.89,0,96.61
SUP049,2025-04-01,96.64,96.12,1.33,99.3,2.21,0,96.01
SUP049,2025-05-01,97.36,94.8,1.71,97.25,2.01,2,93.63
SUP049,2025-06-01,98.6,97.89,2.17,97.64,1.47,1,95.39
SUP049,2025-07-01,96.26,98.25,1.71,99.07,3.39,0,98.14
SUP049,2025-08-01,95.09,93.68,2.17,97.84,2.24,0,94.67
SUP049,2025-09-01,97.47,94.54,2.09,98.5,3.16,0,95.74
SUP049,2025-10-01,95.95,95.14,1.23,98.12,1.95,1,95.09
SUP049,2025-11-01,95.52,94.39,2.48,97.97,2.26,0,93.52
SUP049,2025-12-01,97.83,96.13,2.18,98.48,1.23,2,96.48
SUP049,2026-01-01,94.53,93.93,1.66,97.94,1.64,0,93.78
SUP049,2026-02-01,98.34,95.87,2.18,98.16,1.22,0,96.36
SUP049,2026-03-01,97.25,95.41,2.01,96.93,2.21,0,94.18
SUP049,2026-04-01,96.6,96.51,1.9,99.24,1.16,0,93.76
SUP049,2026-05-01,97.06,93.92,1.48,95.78,2.37,0,94.15
SUP049,2026-06-01,96.54,97.28,0.84,96.94,2.04,0,97.02
SUP050,2025-01-01,95.24,93.79,2.5,97.16,2.64,1,93.56
SUP050,2025-02-01,94.65,95.26,1.93,97.89,3.58,1,96.51
SUP050,2025-03-01,95.82,93.84,2.03,97.55,2.03,1,94.23
SUP050,2025-04-01,94.01,94.72,2.68,97.42,3.49,0,96.09
SUP050,2025-05-01,92.21,93.69,1.83,95.97,3.0,0,93.65
SUP050,2025-06-01,91.9,91.85,3.0,95.91,3.56,1,92.62
SUP050,2025-07-01,92.2,90.5,3.39,95.96,3.45,1,90.5
SUP050,2025-08-01,90.01,91.72,3.4,94.83,3.09,0,91.67
SUP050,2025-09-01,91.0,89.17,3.23,93.05,2.75,2,88.84
SUP050,2025-10-01,89.05,87.0,3.18,94.26,1.8,3,86.91
SUP050,2025-11-01,86.74,89.56,2.22,94.63,3.12,1,90.53
SUP050,2025-12-01,87.62,87.17,3.11,95.66,2.38,1,85.9
SUP050,2026-01-01,88.24,89.08,3.56,95.04,2.24,2,88.2
SUP050,2026-02-01,87.64,89.89,3.52,94.83,3.77,3,88.15
SUP050,2026-03-01,88.47,88.34,5.61,94.57,2.51,2,88.16
SUP050,2026-04-01,86.86,85.55,4.89,94.35,3.33,2,84.5
SUP050,2026-05-01,87.04,87.63,4.55,94.05,3.4,3,87.62
SUP050,2026-06-01,85.11,85.51,3.99,92.56,3.17,2,87.09
SUP051,2025-01-01,95.87,96.1,2.19,96.85,2.43,0,94.53
SUP051,2025-02-01,96.34,96.83,2.84,97.34,1.32,0,96.7
SUP051,2025-03-01,96.93,93.95,1.79,98.2,1.96,1,93.79
SUP051,2025-04-01,95.61,93.14,2.56,95.56,2.42,1,93.82
SUP051,2025-05-01,95.99,94.22,2.39,96.83,2.65,1,93.73
SUP051,2025-06-01,94.07,92.91,3.45,95.62,1.75,0,91.35
SUP051,2025-07-01,94.17,92.21,3.68,96.44,2.71,0,91.45
SUP051,2025-08-01,91.31,91.65,3.22,94.3,2.83,2,91.46
SUP051,2025-09-01,90.87,92.11,3.14,96.9,3.49,1,91.89
SUP051,2025-10-01,91.75,88.53,2.84,95.63,3.95,1,88.14
SUP051,2025-11-01,88.15,85.97,2.57,95.06,3.11,0,85.91
SUP051,2025-12-01,88.79,89.13,3.55,95.07,2.67,3,87.77
SUP051,2026-01-01,89.76,88.67,4.16,96.4,3.44,2,88.15
SUP051,2026-02-01,88.29,89.21,3.43,94.18,2.83,0,88.29
SUP051,2026-03-01,89.37,86.85,3.48,93.09,3.59,4,87.26
SUP051,2026-04-01,89.92,89.95,4.54,93.63,4.32,2,89.63
SUP051,2026-05-01,85.62,87.89,4.19,93.59,4.79,0,87.84
SUP051,2026-06-01,86.52,86.77,4.82,94.91,3.13,4,87.38
SUP052,2025-01-01,95.15,94.67,1.06,96.74,3.63,1,93.65
SUP052,2025-02-01,93.56,93.48,2.25,96.05,1.89,1,92.12
SUP052,2025-03-01,94.05,93.62,2.75,96.14,3.03,0,92.77
SUP052,2025-04-01,91.27,92.97,3.03,96.92,1.79,0,93.03
SUP052,2025-05-01,93.66,90.03,2.68,96.48,2.57,0,89.35
SUP052,2025-06-01,91.98,89.36,2.88,95.28,2.43,1,88.89
SUP052,2025-07-01,92.29,89.11,3.06,95.8,3.76,1,87.76
SUP052,2025-08-01,90.6,88.65,4.45,94.79,2.92,0,87.93
SUP052,2025-09-01,89.64,89.06,3.04,94.57,4.53,2,88.85
SUP052,2025-10-01,88.68,86.68,3.2,94.94,3.91,5,86.88
SUP052,2025-11-01,89.41,89.57,3.33,93.97,2.21,3,88.77
SUP052,2025-12-01,89.05,86.9,2.99,95.45,2.79,4,86.38
SUP052,2026-01-01,89.5,88.21,4.53,93.84,3.29,1,86.79
SUP052,2026-02-01,87.71,90.61,4.94,94.72,3.74,3,89.89
SUP052,2026-03-01,87.69,87.73,2.58,94.15,2.9,0,86.44
SUP052,2026-04-01,88.17,87.84,3.19,94.59,3.93,1,88.7
SUP052,2026-05-01,86.4,85.76,4.23,93.93,3.39,4,86.25
SUP052,2026-06-01,85.95,85.72,3.82,94.43,3.58,2,85.67
SUP053,2025-01-01,97.81,95.46,2.09,97.35,2.73,1,94.91
SUP053,2025-02-01,99.14,94.89,0.99,97.51,1.23,0,93.9
SUP053,2025-03-01,97.68,96.06,1.59,97.52,3.36,0,96.62
SUP053,2025-04-01,98.71,96.51,2.92,97.58,2.79,0,96.43
SUP053,2025-05-01,96.83,97.65,2.12,96.87,1.41,1,97.36
SUP053,2025-06-01,97.21,94.2,1.2,97.62,1.73,0,93.23
SUP053,2025-07-01,99.6,95.97,2.41,97.34,1.03,0,96.75
SUP053,2025-08-01,96.61,94.58,0.73,99.39,1.82,0,93.36
SUP053,2025-09-01,95.46,96.72,1.4,97.57,2.44,1,96.29
SUP053,2025-10-01,96.8,96.16,1.91,97.89,1.19,0,95.63
SUP053,2025-11-01,95.83,96.96,1.01,99.32,2.18,0,96.78
SUP053,2025-12-01,94.68,95.41,1.98,98.54,2.06,0,96.15
SUP053,2026-01-01,99.35,94.57,2.58,97.25,2.07,0,94.73
SUP053,2026-02-01,99.23,96.49,2.05,97.79,2.66,0,96.1
SUP053,2026-03-01,99.68,95.89,2.22,98.39,1.45,1,96.07
SUP053,2026-04-01,98.21,96.98,1.76,97.95,2.14,0,96.37
SUP053,2026-05-01,96.95,100.0,1.02,97.53,1.85,1,99.16
SUP053,2026-06-01,97.68,96.83,2.48,98.97,1.88,0,97.82
SUP054,2025-01-01,97.17,97.34,0.27,99.32,0.51,0,97.82
SUP054,2025-02-01,97.5,99.48,1.52,99.92,2.79,0,97.78
SUP054,2025-03-01,97.09,99.24,0.93,98.26,2.13,0,98.01
SUP054,2025-04-01,99.13,98.55,1.49,99.24,2.08,0,97.38
SUP054,2025-05-01,96.9,98.1,0.44,99.22,2.85,1,97.0
SUP054,2025-06-01,96.1,97.3,1.4,96.68,1.02,1,96.5
SUP054,2025-07-01,99.09,97.86,1.51,98.75,1.78,1,96.14
SUP054,2025-08-01,99.27,96.65,0.68,100.0,2.08,2,97.02
SUP054,2025-09-01,98.12,98.68,2.1,99.57,0.73,0,96.47
SUP054,2025-10-01,96.28,96.7,1.98,99.49,3.44,1,95.22
SUP054,2025-11-01,96.01,96.63,1.16,99.83,2.13,0,96.45
SUP054,2025-12-01,99.08,100.0,1.58,99.08,0.79,0,99.67
SUP054,2026-01-01,97.46,97.56,2.18,100.0,1.59,0,95.99
SUP054,2026-02-01,98.42,95.73,1.59,99.82,0.5,2,95.65
SUP054,2026-03-01,97.82,99.22,0.94,99.43,0.92,0,98.11
SUP054,2026-04-01,99.17,99.58,0.91,98.36,2.65,0,98.08
SUP054,2026-05-01,100.0,99.39,0.82,98.35,1.55,0,99.66
SUP054,2026-06-01,99.22,98.82,0.62,99.54,2.02,1,97.48
SUP055,2025-01-01,98.51,94.71,1.73,97.97,2.03,0,93.7
SUP055,2025-02-01,98.23,96.55,1.4,98.88,2.44,1,97.45
SUP055,2025-03-01,98.12,96.82,1.48,99.27,1.39,0,94.57
SUP055,2025-04-01,99.42,97.14,1.18,96.91,1.91,0,97.22
SUP055,2025-05-01,97.7,96.94,2.07,97.01,1.72,0,96.6
SUP055,2025-06-01,99.89,97.08,0.91,98.33,2.58,0,97.55
SUP055,2025-07-01,99.4,94.99,2.16,98.16,2.62,0,94.04
SUP055,2025-08-01,96.34,97.42,1.45,98.13,1.29,1,96.62
SUP055,2025-09-01,94.73,96.34,1.35,99.02,1.95,1,96.57
SUP055,2025-10-01,98.04,95.58,1.72,98.47,1.5,2,95.96
SUP055,2025-11-01,97.65,96.37,1.11,97.5,1.57,0,95.15
SUP055,2025-12-01,96.5,96.73,1.05,97.46,2.27,0,96.31
SUP055,2026-01-01,97.67,96.48,1.71,97.76,1.9,1,95.82
SUP055,2026-02-01,96.43,95.48,2.02,99.18,2.31,0,94.8
SUP055,2026-03-01,96.77,98.78,1.9,97.46,2.08,0,97.23
SUP055,2026-04-01,97.95,97.38,2.12,97.41,2.34,0,98.13
SUP055,2026-05-01,98.37,97.01,1.87,98.03,2.38,0,97.46
SUP055,2026-06-01,97.39,97.65,2.06,98.37,4.13,1,97.39
SUP056,2025-01-01,88.84,89.13,6.02,92.32,5.65,2,87.96
SUP056,2025-02-01,88.37,89.52,5.46,92.35,5.68,2,88.54
SUP056,2025-03-01,88.73,88.66,5.69,91.53,5.51,3,89.28
SUP056,2025-04-01,90.36,86.95,6.2,91.51,5.83,4,86.09
SUP056,2025-05-01,90.13,85.45,6.98,92.31,6.33,5,85.12
SUP056,2025-06-01,89.48,87.24,6.36,90.91,7.42,2,86.81
SUP056,2025-07-01,90.07,87.65,5.05,93.03,6.65,4,88.43
SUP056,2025-08-01,88.58,86.2,5.14,91.99,5.63,4,87.45
SUP056,2025-09-01,89.94,89.65,5.99,91.12,5.67,6,89.93
SUP056,2025-10-01,88.21,86.14,6.03,92.86,5.77,3,84.11
SUP056,2025-11-01,85.46,86.67,6.78,91.09,5.75,3,85.11
SUP056,2025-12-01,87.51,86.05,5.87,90.76,6.24,1,85.15
SUP056,2026-01-01,86.93,88.34,5.75,92.59,5.64,1,87.25
SUP056,2026-02-01,88.69,85.51,6.58,91.57,6.48,5,85.15
SUP056,2026-03-01,89.96,88.44,6.2,91.31,6.1,3,87.84
SUP056,2026-04-01,90.79,89.49,6.11,91.75,5.45,0,88.74
SUP056,2026-05-01,89.6,88.72,5.47,92.33,5.89,2,88.01
SUP056,2026-06-01,89.06,88.38,6.87,92.11,5.03,1,88.29
SUP057,2025-01-01,95.76,93.81,2.38,97.59,2.1,0,93.01
SUP057,2025-02-01,94.41,94.27,1.58,96.61,3.07,0,94.4
SUP057,2025-03-01,93.43,93.9,2.75,96.94,2.27,1,93.24
SUP057,2025-04-01,92.45,93.76,3.69,95.39,2.72,1,93.1
SUP057,2025-05-01,94.98,93.0,3.39,96.14,2.52,1,92.28
SUP057,2025-06-01,95.19,92.7,3.18,95.71,2.66,0,90.59
SUP057,2025-07-01,93.59,92.25,2.95,96.01,2.37,0,92.65
SUP057,2025-08-01,90.98,89.93,2.24,95.62,2.74,0,89.73
SUP057,2025-09-01,89.71,88.72,3.68,93.94,1.64,4,88.23
SUP057,2025-10-01,88.92,90.94,3.11,95.22,4.83,1,89.92
SUP057,2025-11-01,89.82,88.91,3.52,95.16,2.76,0,86.79
SUP057,2025-12-01,90.12,88.73,4.0,94.19,3.04,2,88.61
SUP057,2026-01-01,91.08,88.36,4.65,94.86,3.46,1,86.78
SUP057,2026-02-01,87.24,87.68,4.28,94.39,3.01,3,88.15
SUP057,2026-03-01,87.14,88.1,3.91,93.53,2.92,3,89.09
SUP057,2026-04-01,88.21,85.21,4.03,95.42,4.66,3,84.8
SUP057,2026-05-01,88.48,87.73,3.74,94.48,1.99,2,87.39
SUP057,2026-06-01,86.06,85.93,4.27,94.16,3.73,1,84.77
SUP058,2025-01-01,96.49,97.07,1.19,99.44,1.26,1,94.82
SUP058,2025-02-01,96.38,95.3,1.6,98.08,1.97,0,97.63
SUP058,2025-03-01,97.31,96.27,2.37,99.05,2.07,1,95.16
SUP058,2025-04-01,96.7,94.82,1.7,99.12,2.33,1,93.48
SUP058,2025-05-01,96.5,96.54,1.92,98.53,2.38,0,95.34
SUP058,2025-06-01,98.95,95.2,0.79,98.4,1.97,0,94.25
SUP058,2025-07-01,96.03,95.21,1.74,99.18,2.22,0,95.66
SUP058,2025-08-01,96.32,93.69,0.94,98.51,2.68,0,92.95
SUP058,2025-09-01,96.08,95.65,2.13,95.92,2.03,0,95.47
SUP058,2025-10-01,95.8,95.73,1.84,99.21,2.99,0,95.39
SUP058,2025-11-01,92.58,94.44,1.06,98.18,2.31,1,93.96
SUP058,2025-12-01,98.78,95.46,1.08,97.55,1.94,0,95.72
SUP058,2026-01-01,96.21,95.35,1.55,98.65,2.65,0,95.11
SUP058,2026-02-01,98.34,94.18,1.04,97.03,2.21,0,94.16
SUP058,2026-03-01,96.7,95.97,2.12,97.62,1.83,1,94.53
SUP058,2026-04-01,97.46,95.39,2.48,97.53,3.19,1,96.09
SUP058,2026-05-01,99.88,96.75,1.62,98.76,2.69,1,96.0
SUP058,2026-06-01,95.59,96.82,1.79,98.22,2.1,1,95.69
SUP059,2025-01-01,96.55,96.91,2.44,97.01,1.43,1,98.12
SUP059,2025-02-01,98.66,96.57,2.3,95.06,1.29,0,94.5
SUP059,2025-03-01,95.98,97.02,2.18,96.66,3.48,1,95.38
SUP059,2025-04-01,96.39,96.93,2.19,97.55,2.89,0,96.32
SUP059,2025-05-01,95.1,94.9,2.44,97.0,2.62,1,95.78
SUP059,2025-06-01,95.55,92.62,2.97,96.15,2.78,0,91.99
SUP059,2025-07-01,90.78,92.8,3.16,97.16,4.08,2,91.09
SUP059,2025-08-01,94.11,92.78,3.14,96.76,3.81,0,91.92
SUP059,2025-09-01,91.7,92.54,3.62,95.31,2.78,2,92.25
SUP059,2025-10-01,91.85,91.57,3.0,96.77,3.39,0,89.66
SUP059,2025-11-01,90.48,90.43,2.72,94.94,2.12,0,89.6
SUP059,2025-12-01,90.42,90.22,3.95,93.97,3.37,1,89.17
SUP059,2026-01-01,88.67,90.1,3.01,95.83,2.48,0,89.49
SUP059,2026-02-01,89.97,88.2,4.06,92.9,2.63,6,86.52
SUP059,2026-03-01,91.6,90.56,3.24,93.88,4.78,1,89.3
SUP059,2026-04-01,89.25,88.03,4.86,94.48,3.22,2,86.41
SUP059,2026-05-01,90.11,88.29,3.85,95.08,4.58,0,87.35
SUP059,2026-06-01,88.1,86.83,4.4,92.65,3.3,3,87.15
SUP060,2025-01-01,97.83,98.59,2.11,96.56,3.73,0,98.23
SUP060,2025-02-01,97.94,94.55,2.71,97.27,3.45,0,93.01
SUP060,2025-03-01,96.72,94.84,3.6,95.39,1.63,0,93.04
SUP060,2025-04-01,96.63,96.87,1.47,96.02,1.39,2,95.96
SUP060,2025-05-01,96.97,94.76,3.0,96.66,2.61,0,93.81
SUP060,2025-06-01,95.61,95.35,2.98,95.1,3.31,0,95.23
SUP060,2025-07-01,93.62,92.39,3.41,94.71,2.2,0,90.6
SUP060,2025-08-01,94.22,90.26,3.79,96.73,2.14,0,89.82
SUP060,2025-09-01,93.46,93.67,2.69,96.86,1.47,0,93.51
SUP060,2025-10-01,92.83,92.69,3.81,94.19,3.7,0,93.53
SUP060,2025-11-01,88.69,91.97,3.31,94.05,3.01,0,91.53
SUP060,2025-12-01,89.02,92.86,4.08,94.61,3.02,1,92.11
SUP060,2026-01-01,89.13,90.23,3.01,93.8,4.44,2,90.2
SUP060,2026-02-01,91.04,90.48,2.59,94.66,3.61,0,90.5
SUP060,2026-03-01,87.67,88.73,3.29,94.89,1.52,0,87.08
SUP060,2026-04-01,89.82,90.8,3.11,92.83,4.5,1,91.19
SUP060,2026-05-01,89.27,87.54,4.79,96.1,3.89,2,85.8
SUP060,2026-06-01,87.12,87.76,4.62,94.91,3.48,2,87.72
SUP061,2025-01-01,89.54,91.1,5.74,92.92,4.45,3,90.56
SUP061,2025-02-01,92.95,90.99,6.05,92.77,6.38,2,90.94
SUP061,2025-03-01,91.57,91.44,4.67,91.9,5.16,1,88.19
SUP061,2025-04-01,91.96,89.39,4.49,92.21,4.38,4,88.98
SUP061,2025-05-01,92.56,91.8,5.81,92.97,5.72,0,90.57
SUP061,2025-06-01,93.02,92.72,4.09,92.06,5.51,0,91.83
SUP061,2025-07-01,93.25,90.01,4.67,92.09,4.51,2,89.73
SUP061,2025-08-01,91.75,93.2,4.59,93.38,4.42,1,93.96
SUP061,2025-09-01,90.85,91.12,5.3,91.83,4.38,2,90.97
SUP061,2025-10-01,92.52,93.07,4.86,92.81,4.83,0,92.23
SUP061,2025-11-01,93.73,89.91,4.61,93.48,5.04,1,89.65
SUP061,2025-12-01,94.95,91.25,3.68,91.18,4.56,2,91.27
SUP061,2026-01-01,95.27,91.85,4.54,93.44,4.53,1,91.28
SUP061,2026-02-01,94.64,93.4,4.56,93.23,4.37,1,93.71
SUP061,2026-03-01,94.19,95.37,4.64,92.77,4.7,1,95.2
SUP061,2026-04-01,95.79,95.31,4.15,94.44,4.26,1,94.43
